,density,nelements,volume,band_gap,total_magnetization,energy_grav,energy_vol,num_steps,max_voltage_step,stability_discharge,e_fermi,nsites,num_unique_elements,avg_atomic_number,min_atomic_number,max_atomic_number,avg_atomic_mass,min_atomic_mass,max_atomic_mass,avg_electronegativity,min_electronegativity,max_electronegativity,avg_covalent_radius,min_covalent_radius,max_covalent_radius,std_electronegativity,ionic_radius_ion,atomic_weight_ion,charge_ion,atomic_number_ion,electronegativity_ion,working_ion_Li,working_ion_Mg,working_ion_Na,crystal_system_Cubic,crystal_system_Hexagonal,crystal_system_Monoclinic,crystal_system_Orthorhombic,crystal_system_Tetragonal,crystal_system_Triclinic,crystal_system_Trigonal,is_metal_False,is_metal_True,theoretical_False,theoretical_True,exp_band_gap,exp_energy_vol,theo_band_gap,theo_energy_vol,material_id,formula_pretty
1295,-0.7629387097626189,0.6657926694244705,0.2964548759276446,-0.8088329732741192,0.14061555356128302,1.9344547733823976,1.3022596739082783,4.280153053479371,1.4700653096661285,-0.3667102673878715,-0.6857963506960916,0.346186827649598,0.6657926694244705,-0.7843324907888188,-1.2905098173233371,-0.4775224814606082,-0.7814076703755122,-1.2017296123814427,-0.546165773182414,-0.5106346634344926,-1.0181169576709177,-0.08275297469147197,-0.6345397449020374,0.3820071422726114,-0.8810966406168861,0.05811484703107477,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.0,0.0,-0.8088329732741192,1.3022596739082783,mp-540199,LiNi2(PO4)3
1254,-0.5900079909577493,-0.6561991151099974,2.5912226841054236,-0.7242789585482043,5.439363681200301,-0.2714309414883567,-0.27114356643347753,-0.338524243070804,-0.2807209093712016,-0.4576862290225217,-0.16761821249731976,2.412548616598198,-0.6561991151099974,-0.48683860209832674,0.4417349988383212,-0.6572373468034235,-0.506335487295334,0.4065964612361117,-0.6312839090986572,0.3167651360113736,0.41321110556853624,-0.08275297469147197,-0.08899228400765473,0.3820071422726114,-0.3010696473511439,-0.18918422416221492,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.0,-0.0,-0.7242789585482043,-0.27114356643347753,mp-504398,Mn4(PO4)3
2003,0.3178794728030914,-0.6561991151099974,-0.6612344644438721,-0.4896515859319776,1.5894744014902302,-0.4184937051899495,-0.3126393553000662,-0.338524243070804,-0.2807209093712016,0.7171290052086196,-0.007001731215462612,-0.583675977377272,-0.6561991151099974,-0.6851678612253214,0.4417349988383212,-0.5973323916891518,-0.6812766126658225,0.4065964612361117,-0.6108381110419495,2.484762078863201,1.1163196278616012,1.7241174339768628,-1.3212877250867292,-1.5543553622991026,-0.41707504600429235,0.5346033327941163,-0.6780932454973677,1.4429944633676535,1.5859716650838942,1.4529895410674203,1.5821495553169382,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-0.0,-0.0,-0.4896515859319776,-0.3126393553000662,mp-755923,Fe6O7F5
2657,-0.8279602276447087,-0.6561991151099974,1.0828411490374867,1.5206100959284783,-0.1307224930378316,-0.15989869422381658,-0.2125313477569697,-0.338524243070804,-0.2807209093712016,-0.6879750746541226,0.07417912309792296,1.172731543229038,-0.6561991151099974,-0.5661703057491245,0.4417349988383212,-0.777047257031967,-0.5694741148558823,0.4065964612361117,-0.721878225659873,0.4005524574742467,0.6140992547951258,-0.08275297469147197,-0.5511030744123077,0.3820071422726114,-0.9584335730523185,-0.3484882258134277,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-0.0,1.5206100959284783,-0.2125313477569697,mp-767740,V(PO3)3
134,-0.37947837330372153,-1.9781908996444653,0.3141253435847471,0.9795245111717592,-0.7852805305745406,-0.7209717661486509,-0.605789276302736,-0.338524243070804,-0.2807209093712016,-0.5987674237580931,0.8679237750847848,0.346186827649598,-1.9781908996444653,-0.6058361575745236,0.4417349988383212,-0.8369522121462387,-0.6028917059749459,0.4065964612361117,-0.7915715669669681,0.6204941763142882,0.3881000869152124,-0.08275297469147197,-0.6152851286351768,0.3820071422726114,-0.6877543095283054,1.570396138764093,-0.6780932454973677,1.4429944633676535,1.5859716650838942,1.4529895410674203,1.5821495553169382,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,-0.0,0.9795245111717592,-0.605789276302736,mp-1044853,TiO2
2449,0.9624130691013193,-0.6561991151099974,-1.0185649668451464,-0.8088329732741192,0.20144309859278203,-0.3985500761936639,-0.25522196596531765,-0.338524243070804,-0.2807209093712016,1.7886555222565186,0.6135404860568144,-0.8936302457195618,-0.6561991151099974,0.028817471631858972,0.4417349988383212,-0.53742743657488,-0.05037397363289366,0.4065964612361117,-0.5407211013175413,0.2853448904627971,1.1163196278616012,-0.08275297469147197,0.14206311119467174,0.3820071422726114,-0.41707504600429235,-0.4001338828445997,-0.6780932454973677,1.4429944633676535,1.5859716650838942,1.4529895410674203,1.5821495553169382,0,1,0,0,0,1,0,0,0,0,0,1,0,1,-0.0,-0.0,-0.8088329732741192,-0.25522196596531765,mp-761526,FeCoO4
504,-0.5976018348189915,0.6657926694244705,-0.5674905588685972,-0.8088329732741192,-0.7860210038049655,-0.4625009309993436,-0.41524506854548654,-0.338524243070804,-0.2807209093712016,0.9141846294640427,-0.12349287131271723,-0.27372170903498194,0.6657926694244705,-1.081826379479311,-1.9834077437880002,-0.4176175263463364,-1.0195408636599308,-2.2726363612553606,-0.43606638833006056,0.7226099743471633,1.292096758434867,-0.08275297469147197,-2.4637282902537887,-3.2629105133917915,-1.34511823522948,-1.5444867874974968,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.8088329732741192,-0.41524506854548654,-0.0,-0.0,mp-1192779,Cu2H4CO5
2483,0.17562751284797443,-0.6561991151099974,-0.6725713147630374,-0.8088329732741192,0.1150157253261188,-0.4625585193466908,-0.3639767393651257,-0.338524243070804,-0.2807209093712016,-0.06459694474985173,0.8885300746871755,-0.583675977377272,-0.6561991151099974,-0.8041654167015182,0.4417349988383212,-0.777047257031967,-0.7586646951334938,0.4065964612361117,-0.721878225659873,2.275293775206022,0.6140992547951258,1.7241174339768628,-1.70638005042394,-1.5543553622991026,-0.9971020392700346,1.0518895759970373,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.0,-0.0,-0.8088329732741192,-0.3639767393651257,mp-763201,V6O7F5
1428,-0.9499526649344113,-0.6561991151099974,0.28419820726037937,-0.3360718411750715,-0.6222035660683576,0.24860827796695772,0.06522985355238642,-0.338524243070804,-0.2807209093712016,-0.5805773555598714,-0.8264634084608851,0.24286873820216803,-0.6561991151099974,-0.40750689844752874,0.4417349988383212,-0.53742743657488,-0.44321881940297525,0.4065964612361117,-0.5407211013175413,0.662387837045724,1.2418747211282195,-0.08275297469147197,-0.2173563924533931,0.3820071422726114,-0.4944119784397246,-0.8125441148359771,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.0,0.0,-0.3360718411750715,0.06522985355238642,mp-584727,Co(PO3)4
2601,-0.9657416215989137,0.6657926694244705,1.4201899153432613,-0.8088329732741192,2.162939500541332,0.20925641331509046,0.01751634640517254,-0.338524243070804,-0.2807209093712016,-0.7534324661260461,-0.6948450734325301,1.172731543229038,0.6657926694244705,-0.8735806573959665,-1.2905098173233371,-0.6572373468034235,-0.8258992219948049,-1.2017296123814427,-0.6312839090986572,-0.7934168733716871,-1.0181169576709177,-0.08275297469147197,0.020117208171220924,0.3820071422726114,-0.3010696473511439,0.2474856319391755,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.0,0.0,-0.8088329732741192,0.01751634640517254,mp-766455,LiMn2(PO4)2
2529,-0.473832825907016,1.9877844539589384,0.21667404135643628,-0.8088329732741192,-0.5402901085055859,0.7317669832785625,0.4837193711872088,-0.338524243070804,-0.2807209093712016,-0.054239473503329784,-0.3368797643561354,0.29452778292588305,1.9877844539589384,0.08434966418741814,-1.2905098173233371,0.9002914861676423,0.1080418277839438,-1.2017296123814427,0.8834487840511414,-0.5797592036413618,-1.0181169576709177,-0.08275297469147197,0.3782530707348274,0.3820071422726114,0.04694654860830145,-0.5560465386090445,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.0,0.0,-0.8088329732741192,0.4837193711872088,mp-764378,LiCo3Sb(PO4)6
351,0.40622153668618805,0.6657926694244705,-0.6125378374431972,-0.45168242529083774,-0.5402633064169109,-0.2140138230285792,-0.11852858689758479,-0.338524243070804,-0.2807209093712016,-0.27632432434960846,-1.9949365117359013,-0.738653111548417,0.6657926694244705,0.8518838970088877,-1.9834077437880002,2.3380104089101645,0.9424216773501041,-2.2726363612553606,2.3443454395132837,-0.06289616436726705,0.41321110556853624,-0.08275297469147197,-0.46124819850029253,-3.2629105133917915,0.4722996770031791,-0.828393646093342,-0.6780932454973677,1.4429944633676535,1.5859716650838942,1.4529895410674203,1.5821495553169382,0,1,0,0,0,1,0,0,0,0,1,0,1,0,-0.45168242529083774,-0.11852858689758479,-0.0,-0.0,mp-1104976,MnRe2(HO5)2
483,-1.1270724807333843,-0.6561991151099974,0.46656212350007875,-0.07920395757643646,1.1799571628089525,0.21473825060240873,0.011850400697105141,-0.338524243070804,-0.2807209093712016,0.0017319334075117769,-1.2817937941554964,0.19120969347845304,-0.6561991151099974,-0.7644995648761195,-0.2511629276263421,-0.53742743657488,-0.7427986478138823,-0.30614988631215023,-0.5407211013175413,1.0394307836286496,1.2418747211282195,-0.08275297469147197,-0.4740846093448655,0.3820071422726114,-0.4944119784397246,-1.011741221928872,-0.013149290830670736,-0.7034641555777603,-0.6305282887554627,-0.7030258080972299,-0.6073079659770937,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.0,0.0,-0.07920395757643646,0.011850400697105141,mp-1178537,Co2C2O7
